"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV693","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__NA"
"ASV694","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea","s__formicigenerans"
"ASV695","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_UCG-014","f__NA","g__NA","s__NA"
"ASV696","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Romboutsia","s__NA"
"ASV697","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__NA","s__NA"
"ASV698","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Defluviitaleaceae","g__Defluviitaleaceae_UCG-011","s__NA"
"ASV699","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-010","s__NA"
"ASV700","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV701","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","s__NA"
"ASV702","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_UCG-014","f__NA","g__NA","s__NA"
"ASV703","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__NA"
"ASV704","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV705","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__NA"
"ASV706","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__NA","s__NA"
"ASV707","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UCG-009","s__NA"
"ASV709","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Anaerosporobacter","s__NA"
"ASV710","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium_sensu_stricto_1","s__NA"
"ASV711","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_NK4A136_group","s__NA"
"ASV712","k__Bacteria","p__Verrucomicrobiota","c__Lentisphaeria","o__Victivallales","f__vadinBE97","g__NA","s__NA"
"ASV713","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV714","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella","s__parvula"
"ASV715","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__[Clostridium]_methylpentosum_group","g__NA","s__NA"
"ASV716","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_ND3007_group","s__NA"
"ASV717","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV718","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UCG-009","s__NA"
"ASV719","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__NA","g__NA","s__NA"
"ASV720","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV721","k__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__NA"
"ASV722","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__NA"
"ASV723","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_UCG-001","s__NA"
"ASV724","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV725","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__NA"
"ASV726","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__butyriciproducens"
"ASV727","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Mogibacterium","s__NA"
"ASV728","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV729","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Butyricimonas","s__NA"
"ASV730","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__NA"
"ASV731","k__Bacteria","p__NA","c__NA","o__NA","f__NA","g__NA","s__NA"
"ASV732","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV733","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_UCG-014","f__NA","g__NA","s__NA"
"ASV734","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__NA","s__NA"
"ASV735","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","s__NA"
"ASV736","k__Bacteria","p__Firmicutes","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__NA"
"ASV737","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Anaerosporobacter","s__NA"
"ASV738","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV739","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Ruminococcus]_gauvreauii_group","s__NA"
"ASV740","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__catus"
"ASV741","k__Bacteria","p__Firmicutes","c__Bacilli","o__RF39","f__NA","g__NA","s__NA"
"ASV742","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__NA"
"ASV743","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-001","s__NA"
"ASV744","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__NA"
"ASV745","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__catus"
"ASV746","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_UCG-014","f__NA","g__NA","s__NA"
"ASV747","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Anaerotruncus","s__NA"
"ASV748","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea","s__formicigenerans"
"ASV749","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV750","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__NA"
"ASV751","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Incertae_Sedis","s__NA"
"ASV752","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__NA"
"ASV753","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium_sensu_stricto_1","s__NA"
"ASV754","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV755","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV756","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium]_xylanophilum_group","s__NA"
"ASV757","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Tuzzerella","s__NA"
"ASV758","k__Bacteria","p__Firmicutes","c__Bacilli","o__Staphylococcales","f__Gemellaceae","g__Gemella","s__NA"
"ASV759","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__finegoldii"
"ASV760","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__NA"
"ASV761","k__Bacteria","p__Firmicutes","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__NA"
"ASV762","k__Bacteria","p__Firmicutes","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__NA"
"ASV763","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Colidextribacter","s__NA"
"ASV764","k__Bacteria","p__Firmicutes","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__NA"
"ASV765","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__NA"
"ASV766","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV767","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Fournierella","s__NA"
"ASV768","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV769","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Ruminococcus]_torques_group","s__NA"
"ASV770","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV771","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__NA"
"ASV772","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV773","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium_sensu_stricto_1","s__NA"
"ASV774","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Negativibacillus","s__NA"
"ASV775","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Flavonifractor","s__NA"
"ASV776","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Olsenella","s__NA"
"ASV777","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__NA"
"ASV778","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-003","s__NA"
"ASV779","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","s__NA"
"ASV780","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__NA","g__NA","s__NA"
"ASV781","k__Bacteria","p__Firmicutes","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__NA"
"ASV782","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NA","s__NA"
"ASV783","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-009","s__NA"
"ASV784","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_FCS020_group","s__NA"
"ASV785","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__NA"
"ASV786","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV787","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Sellimonas","s__NA"
"ASV788","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__NA","s__NA"
"ASV789","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__NA","s__NA"
"ASV790","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV791","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Howardella","s__NA"
"ASV792","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__NA","s__NA"
"ASV793","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV794","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenella","s__massiliensis"
"ASV795","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NA","s__NA"
"ASV796","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Colidextribacter","s__NA"
"ASV797","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Hydrogenoanaerobacterium","g__NA","s__NA"
"ASV798","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Ruminococcus]_torques_group","s__NA"
"ASV799","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-004","s__NA"
"ASV800","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV801","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV802","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__[Clostridium]_methylpentosum_group","g__NA","s__NA"
"ASV803","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV804","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Colidextribacter","s__NA"
"ASV805","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-004","s__NA"
"ASV806","k__Bacteria","p__Firmicutes","c__Bacilli","o__RF39","f__NA","g__NA","s__NA"
"ASV807","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","s__pittmaniae"
"ASV808","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Anaerotruncus","s__NA"
"ASV809","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__NA"
"ASV810","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_UCG-014","f__NA","g__NA","s__NA"
"ASV811","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium_sensu_stricto_1","s__NA"
"ASV812","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-004","s__NA"
"ASV813","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Defluviitaleaceae","g__Defluviitaleaceae_UCG-011","s__NA"
"ASV814","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__NA","g__NA","s__NA"
"ASV815","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Paludicola","s__NA"
"ASV816","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV817","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__NA"
"ASV818","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV819","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_NK4A136_group","s__NA"
"ASV820","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__NA"
"ASV821","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV822","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__NA","s__NA"
"ASV823","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV824","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Paludicola","s__NA"
"ASV825","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__NA","g__NA","s__NA"
"ASV826","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__GCA-900066575","s__NA"
"ASV827","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__NA","s__NA"
"ASV828","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__DNF00809","s__NA"
"ASV829","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV830","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_UCG-004","s__NA"
"ASV831","k__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group","s__NA"
"ASV832","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV833","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV834","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__NA"
"ASV835","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Butyricimonas","s__NA"
"ASV836","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV837","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__NA"
"ASV838","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_FCS020_group","s__NA"
"ASV839","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__NA"
"ASV840","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__DTU089","s__NA"
"ASV841","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__NA"
"ASV842","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Papillibacter","s__NA"
"ASV843","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__NA"
"ASV844","k__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__NA","s__NA"
"ASV845","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Ruminococcus]_gauvreauii_group","s__NA"
"ASV846","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__NA"
"ASV847","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__NA","s__NA"
"ASV848","k__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__NA","s__NA"
"ASV849","k__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__Gordonibacter","s__NA"
"ASV850","k__Bacteria","p__Firmicutes","c__Bacilli","o__Izemoplasmatales","f__NA","g__NA","s__NA"
"ASV851","k__Bacteria","p__Firmicutes","c__Clostridia","o__NA","f__NA","g__NA","s__NA"
"ASV852","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Butyricimonas","s__NA"
"ASV853","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__NA","s__NA"
"ASV854","k__Bacteria","p__Verrucomicrobiota","c__Lentisphaeria","o__Victivallales","f__Victivallaceae","g__Victivallis","s__NA"
"ASV855","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Yersiniaceae","g__Serratia","s__fonticola"
"ASV856","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__NA"
"ASV857","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UCG-009","s__NA"
"ASV858","k__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Paludicola","s__NA"
